tmdb_id,imdb_id,title,original_title,tagline,overview,release_date,runtime_mins,certification,genres,keywords,spoken_languages,origin_country,collection,director,top_cast,production_companies,budget,revenue,vote_average,vote_count,popularity
1359,tt0144084,American Psycho,American Psycho,Killer looks.,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",2000-04-13,102,R,Thriller|Drama|Crime,new york city|based on novel or book|businessman|psychopath|dark comedy|satire|wall street|serial killer|chainsaw|big city|psychological thriller|character study|white collar|harvard business school|voice imitation|1980s|american businessman|bloody|ambiguity|psychological horror|horror|baffled|horrified|assassino em série,English|Spanish|Cantonese,US,American Psycho Collection,Mary Harron,Christian Bale|Justin Theroux|Josh Lucas|Bill Sage|Chloë Sevigny,Lionsgate|Pressman Film|Muse Productions|Christian Halsey Solomon Productions,7000000,34269748,7.408,12086,10.1029
500,tt0105236,Reservoir Dogs,Reservoir Dogs,Every dog has his day.,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.",1992-09-02,99,R,Crime|Thriller,escape|jewelry|psychopath|traitor|ear|heist|thief|betrayal|plan gone wrong|mafia|gang|nonlinear timeline|warehouse|jewelry heist|told in flashback|heist gone wrong|botched robbery|angry|desperate|based on short film,English,US,,Quentin Tarantino,Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi,Live Entertainment|Dog Eat Dog Productions,1200000,2859750,8.117,15254,10.9106
207703,tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,Manners maketh man.,The story of a super-secret spy organization that recruits an unrefined but promising street kid into the agency's ultra-competitive training program just as a global threat emerges from a twisted tech genius.,2015-01-24,129,R,Crime|Comedy|Action|Adventure,great britain|spy|secret organization|microchip|secret agent|training|based on comic|implant|united kingdom|duringcreditsstinger|global threat|abusive stepfather,Arabic|English,GB,Kingsman Collection,Matthew Vaughn,Taron Egerton|Colin Firth|Samuel L. Jackson|Mark Strong|Sophie Cookson,20th Century Fox|Marv|Cloudy Productions|TSG Entertainment,81000000,414351546,7.6,17656,10.852
168259,tt2820852,Furious 7,Furious 7,Vengeance hits home.,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015-04-01,139,PG-13,Action|Crime|Thriller,car race|speed|street race|revenge|race|cars|suspenseful|admiring|excited,Arabic|English|Spanish|Thai,US,The Fast and the Furious Collection,James Wan,Vin Diesel|Paul Walker|Dwayne Johnson|Michelle Rodriguez|Tyrese Gibson,Original Film|One Race|Universal Pictures,190000000,1515400000,7.218,11185,11.1796
1091,tt0084787,The Thing,The Thing,Anytime. Anywhere. Anyone.,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,1982-06-25,109,R,Horror|Mystery|Science Fiction,spacecraft|helicopter|space marine|based on novel or book|isolation|mutation|paranoia|grave|snowstorm|research station|alien life-form|alien|remake|survival|creature|helicopter pilot|antarctica|shape shifting alien|alien infection|survival horror|sled dogs|alien monster|alien parasites|isolated place|uncertainty|blood test|body horror|ambiguity|lovecraftian|critical|distressing|doubtful|ominous|antarctic|nevasca|monstro|alienígena,English|Norwegian,US,The Thing Collection,John Carpenter,Kurt Russell|Wilford Brimley|T.K. Carter|David Clennon|Keith David,Universal Pictures|The Turman-Foster Company,15000000,19629760,8.068,7771,10.3431
55721,tt1478338,Bridesmaids,Bridesmaids,Save the date.,"Annie's life is a mess. But when she finds out her lifetime best friend is engaged, she simply must serve as Lillian's maid of honor. Though lovelorn and broke, Annie bluffs her way through the expensive and bizarre rituals. With one chance to get it perfect, she’ll show Lillian and her bridesmaids just how far you’ll go for someone you love.",2011-05-13,125,R,Comedy|Romance,jealousy|parent child relationship|fight|competition|materialism|bridesmaid|female friendship|sexual humor|wealth|fear of commitment|wedding party|best friend|maid of honor|drunk|wedding dress|group of friends|missing person|casual sex|vanity|duringcreditsstinger|out of control|intimate|amused|awestruck,English,US,,Paul Feig,Kristen Wiig|Maya Rudolph|Rose Byrne|Chris O'Dowd|Melissa McCarthy,Apatow Productions|Relativity Media,32500000,288383523,6.505,4627,10.5292
588,tt0384537,Silent Hill,Silent Hill,We've been expecting you.,"Rose, a desperate mother, takes her adopted daughter, Sharon, to the town of Silent Hill in an attempt to cure her of her ailment. After a violent car crash, Sharon disappears, and Rose embarks on a horrific journey to get her back and begins to uncover the truth behind the apocalyptic disaster that burned the town 30 years earlier.",2006-04-21,125,R,Horror|Mystery,hotel|pedophilia|child abuse|monster|suffering|nurse|nun|darkness|sadism|orphanage|classroom|moral ambiguity|child murder|mother role|witch burning|symbolism|supernatural|fog|possession|heroism|gore|barbed wire|surrealism|revenge|survival|religion|school|hospital|another dimension|torture|creature|massacre|pedophile|brutality|demon|religious fundamentalism|child molester|gothic|conscience|molestation|based on video game|missing child|dismemberment|persecution|religious cult|child molestation|ghost town|mist|immolation|evil child|sleepwalking|nightmare becomes reality|limbo|bugs|sexual predator|mother daughter relationship|biopunk|skinning|supernatural power|supernatural horror|psychotronic film|extreme violence|child sexual abuse|evil little girl|religious fanaticism,English,CA,Silent Hill Collection,Christophe Gans,Radha Mitchell|Sean Bean|Jodelle Ferland|Laurie Holden|Deborah Kara Unger,Silent Hill DCP|Davis Films|Konami,50000000,100605135,6.62,4779,10.9829
561,tt0360486,Constantine,Constantine,Hell wants him. Heaven won't take him. Earth needs him.,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.",2005-02-08,121,R,Fantasy|Action|Horror,self sacrifice|angel|christianity|confession|superhero|supernatural|exorcism|archangel gabriel|holy water|redemption|based on comic|lucifer|demon|occult|aftercreditsstinger|mysticism|supernatural power|good versus evil|conceited|defiant|occult detective|dc elseworlds,English|Latin|Spanish|Tagalog,US,Constantine Collection,Francis Lawrence,Keanu Reeves|Rachel Weisz|Shia LaBeouf|Djimon Hounsou|Max Baker,Village Roadshow Pictures|Lonely Film Productions|The Donners' Company|Batfilm Productions|Weed Road Pictures|Warner Bros. Pictures|3 Arts Entertainment|DC Vertigo,100000000,230900000,7.12,7887,10.175
59210,tt0323298,The Mother,The Mother,It can take a lifetime to feel alive.,"A grandmother has a passionate affair with a man half her age, who is also sleeping with her daughter.",2003-11-14,112,R,Drama|Romance,parent child relationship|love affair|older woman younger man relationship,English,US,,Roger Michell,Anne Reid|Daniel Craig|Peter Vaughan|Steven Mackintosh|Cathryn Bradshaw,BBC Film|Free Range Films|Renaissance Films,2500000,1062253,5.977,64,12.8088
10830,tt0117008,Matilda,Matilda,Somewhere inside all of us is the power to change the world.,"Matilda Wormwood is an brilliant and intelligent little girl. Unfortunately, her parents, Harry and Zinnia, fail to see that fact. As time passes, she finally starts school and has a kind teacher, loyal friends, and a terrifying, sadistic headmistress. As she becomes fed up with the constant cruelty, she discovers she has a special gift that she just might be able to use to outwit the unruly adults around her.",1996-08-02,98,PG,Comedy|Family|Fantasy,based on novel or book|parent child relationship|classroom|difficult childhood|child prodigy|childhood trauma|dysfunctional family|telekinesis|school|teacher student relationship|used car salesman|school principal|neglected child|schoolmarm|dysfunctional life|female teacher|parental abuse|crass comedy|based on young adult novel|abused child|tyrannical school principal,English,US,,Danny DeVito,Mara Wilson|Danny DeVito|Rhea Perlman|Embeth Davidtz|Pam Ferris,Jersey Films|TriStar Pictures,36000000,33500000,7.173,4747,10.4887
12155,tt1014759,Alice in Wonderland,Alice in Wonderland,You're invited to a very important date.,"Alice, now 19 years old, returns to the whimsical world she first entered as a child and embarks on a journey to discover her true destiny.",2010-03-03,108,PG,Family|Fantasy|Adventure,based on novel or book|queen|based on children's book|psychotic|fantasy world|taunting|mad hatter|lewis carroll|live action remake|based on young adult novel|mischievous|adaptation|incredulous|amused|euphoric|wonderland|march hare|queen of hearts,English,US,Alice in Wonderland Collection,Tim Burton,Mia Wasikowska|Johnny Depp|Anne Hathaway|Helena Bonham Carter|Crispin Glover,Walt Disney Pictures|Roth Films|Team Todd|Tim Burton Productions|The Zanuck Company,200000000,1025467110,6.638,14677,10.8952
1319895,tt31727397,Hostile Takeover,Hostile Takeover,,"Follows Pete, a professional hitman, as he faces a group of assassins after the boss of a crime syndicate suspects disloyalty due to his attendance at Workaholics Anonymous meetings.",2025-08-08,89,NR,Action|Comedy|Thriller,,English,US,,Michael Hamilton-Wright,Michael Jai White|Aimee Stolte|Dawn Olivieri|Aleks Paunovic|Benjamin Joel Arcé,Dovetale Media|Fun Republic Pictures|Julijette|Karma Films,0,0,6.971,68,11.8311
6479,tt0480249,I Am Legend,I Am Legend,The last man on Earth is not alone.,"Robert Neville is a scientist who was unable to stop the spread of the terrible virus that was incurable and man-made. Immune, Neville is now the last human survivor in what is left of New York City and perhaps the world. For three years, Neville has faithfully sent out daily radio messages, desperate to find any other survivors who might be out there. But he is not alone.",2007-12-12,101,PG-13,Drama|Science Fiction|Thriller,new york city|saving the world|based on novel or book|dystopia|post-apocalyptic future|infection|matter of life and death|alone|helplessness|end of the world|survival|loneliness|zombie|virus|pandemic|lost civilization|pets|desperate|anxious|dystopian sci-fi,English,US,I Am Legend Collection,Francis Lawrence,Will Smith|Alice Braga|Charlie Tahan|Dash Mihok|Salli Richardson-Whitfield,Warner Bros. Pictures|Village Roadshow Pictures|Weed Road Pictures|Overbrook Entertainment|Heyday Films|Original Film,150000000,585410052,7.21,16644,11.2094
330457,tt4520988,Frozen II,Frozen II,The past is not what it seems.,"Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom.",2019-11-20,103,PG,Family|Animation|Adventure|Comedy|Fantasy,princess|magic|kingdom|winter|queen|castle|musical|sequel|dam|spirit|aftercreditsstinger|frozen|personification|thoughtful|mother daughter relationship|compassionate,English,US,Frozen Collection,Jennifer Lee|Chris Buck,Idina Menzel|Kristen Bell|Josh Gad|Jonathan Groff|Evan Rachel Wood,Walt Disney Animation Studios,150000000,1453683476,7.2,10193,11.5174
537915,tt4126476,After,After,"After your first, life is never the same.","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life.",2019-04-11,106,PG-13,Romance|Drama,based on novel or book|love|teenage crush|teenage romance|bad boy|mysterious|angry|ambiguous,English,US,After Collection,Jenny Gage,Josephine Langford|Hero Fiennes Tiffin|Shane Paul McGhie|Khadijha Red Thunder|Dylan Arnold,CalMaple Films|Wattpad|Offspring Entertainment|Diamond Film Productions|Voltage Pictures|Frayed Pages Media,14000000,69497587,7.11,8483,11.1088
1084199,tt26584495,Companion,Companion,Find someone made just for you.,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",2025-01-22,97,R,Horror|Science Fiction|Thriller,android|artificial intelligence (a.i.)|cabin|robot|boyfriend girlfriend relationship|duringcreditsstinger|meditative|thoughtful|philosophical|robot girl|unassuming|weekend getaway|complex|wonder|human android relationship|toxic relationship|loving|introspective|abusive relationship|inspirational|malfunctioning android|sentient machine|provocative|dramatic|sci-fi horror|admiring|bold|compassionate|dignified|earnest|empathetic|hopeful|objective|optimistic|scathing|sincere|sympathetic|tragic|human vs machines|cybernetics|android horror,Russian|German|Mandarin|English|Spanish,US,,Drew Hancock,Sophie Thatcher|Jack Quaid|Lukas Gage|Megan Suri|Harvey Guillén,BoulderLight Pictures|New Line Cinema|Vertigo Entertainment|Subconscious|Domain Entertainment,10000000,36869122,7.013,2138,10.4187
402900,tt5164214,Ocean's Eight,Ocean's Eight,Every con has its pros,"Debbie Ocean, a criminal mastermind, gathers a crew of female thieves to pull off the heist of the century at New York's annual Met Gala.",2018-06-07,111,PG-13,Crime|Comedy|Action,new york city|heist|spin off|estranged sister|the met gala|cliché|assalto a museu,English|German,US,,Gary Ross,Sandra Bullock|Cate Blanchett|Anne Hathaway|Mindy Kaling|Sarah Paulson,Village Roadshow Pictures|Warner Bros. Pictures|Larger Than Life Productions|Rahway Road Productions,70000000,297718711,6.961,8713,10.64
4257,tt0362120,Scary Movie 4,Scary Movie 4,Bury the grudge. Burn the village. See the saw.,"Cindy finds out the house she lives in is haunted by a little boy and goes on a quest to find out who killed him and why. Also, Alien ""Tr-iPods"" are invading the world and she has to uncover the secret in order to stop them.",2006-04-12,83,PG-13,Comedy,haunted house|haunting|parody|alien life-form|riesen-ipod|sequel|crude humor|spoof|conflict|horror spoof|alien invasion|family|horror parody|dumb blonde,English,US,Scary Movie Collection,David Zucker,Anna Faris|Regina Hall|Craig Bierko|Bill Pullman|Anthony Anderson,Dimension Films|415 Project|Brad Grey Pictures|Miramax,40000000,178710620,5.491,3518,11.6705
936108,tt18069420,Smurfs,Smurfs,Adventure comes out of the blue.,"When Papa Smurf is mysteriously taken by evil wizards, Razamel and Gargamel, Smurfette leads the Smurfs on a mission into the real world to save him. With the help of new friends, the Smurfs must discover what defines their destiny to save the universe.",2025-07-05,89,PG,Animation|Family|Fantasy,musical|portal|based on comic|shocking|live action and animation|estranged brother|abduction|amused|mocking,English|French|Japanese,US,,Chris Miller,Rihanna|James Corden|Nick Offerman|JP Karliak|Dan Levy,Paramount Animation|Marcy Media|Peyo Productions|Domain Entertainment|International Motion Picture Studios (IMPS)|Lafig Belgium|Paramount Pictures,58000000,124157356,5.8,249,11.3877
381284,tt4846340,Hidden Figures,Hidden Figures,"Meet the women you don't know, behind the mission you do.","The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.",2016-12-10,127,PG,Drama|History,nasa|mathematics|sexism|biography|racial segregation|racism|historical fiction|scientist|space race|discrimination|1960s|space program|african american history|apologetic|arrogant|authoritarian|callous|condescending|disrespectful|frustrated,English,US,,Theodore Melfi,Taraji P. Henson|Octavia Spencer|Janelle Monáe|Kevin Costner|Kirsten Dunst,Fox 2000 Pictures|Levantine Films|Chernin Entertainment,25000000,235957472,8.042,10305,10.5318
507089,tt4589218,Five Nights at Freddy's,Five Nights at Freddy's,Can you survive five nights?,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",2023-10-25,110,PG-13,Horror|Thriller,night shift|child murder|restaurant|custody battle|child in peril|security guard|based on video game|evil child|duringcreditsstinger|troubled past|child neglect|haunted attractions|animatronic|abandoned building|brother sister relationship|supernatural horror|child abduction|horrified|vibrant|android horror|suspense mystery|youtubers,English,US,Five Nights at Freddy's Collection,Emma Tammi,Josh Hutcherson|Piper Rubio|Elizabeth Lail|Matthew Lillard|Mary Stuart Masterson,Blumhouse Productions|Scott Cawthon Productions,20000000,297242145,7.335,4918,10.1173
157350,tt1840309,Divergent,Divergent,What makes you different makes you dangerous.,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",2014-03-14,140,PG-13,Action|Adventure|Science Fiction,mind control|future|based on novel or book|dystopia|injection|futuristic|transhumanism|individuality|alternative reality|caste system|vaccination|based on young adult novel,English,US,Divergent Collection,Neil Burger,Shailene Woodley|Theo James|Zoë Kravitz|Miles Teller|Jai Courtney,Summit Entertainment|Red Wagon Entertainment,85000000,288885818,6.907,13357,11.2799
75656,tt1670345,Now You See Me,Now You See Me,"The closer you look, the less you’ll see.",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,2013-05-29,116,PG-13,Thriller|Crime,"new york city|paris, france|escape|magic|bank|fbi|vault|new orleans, louisiana|investigation|heist|money|conspiracy|las vegas|shocking|magician|mischievous|suspenseful|awestruck|excited|elaborate deception",French|English,US,Now You See Me Collection,Louis Leterrier,Jesse Eisenberg|Woody Harrelson|Isla Fisher|Dave Franco|Mark Ruffalo,Summit Entertainment|K/O Paper Products|SOIXAN7E QUIN5E|See Me Louisiana,75000000,351723989,7.332,16584,9.9639
628900,tt10323676,The Contractor,The Contractor,The mission is not what it seems.,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",2022-03-10,103,R,Action|Thriller,"mission|berlin, germany|betrayal|debt|best friend|veteran|national security|military discharge|black ops|ex military|family man|ex special forces|reconnaissance|terrorist threat|private contractor|army veteran|airborne ranger|covert mission",English|French|German,US,,Tarik Saleh,Chris Pine|Kiefer Sutherland|Ben Foster|Gillian Jacobs|Sander Thomas,Thunder Road|30WEST|STXfilms|Ingenious Media|Icon Films,0,2122288,6.358,1035,12.3122
1724,tt0800080,The Incredible Hulk,The Incredible Hulk,You'll like him when he's angry.,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",2008-06-12,114,PG-13,Science Fiction|Action|Adventure,new york city|rio de janeiro|superhero|based on comic|fugitive|on the run|super soldier|scientist|virginia|military|super villain|marvel cinematic universe (mcu)|angry|radical transformation|good versus evil|intimate,Portuguese|Spanish|English,US,,Louis Leterrier,Edward Norton|Liv Tyler|Tim Roth|William Hurt|Tim Blake Nelson,Marvel Studios|Valhalla Motion Pictures|Marvel Entertainment,150000000,264770996,6.232,12545,10.5584
299054,tt3291150,Expend4bles,Expend4bles,They'll die when they're dead.,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",2023-09-15,103,R,Action|Adventure|Thriller,sequel|nuclear bomb|cargo ship|ring,Arabic|Bulgarian|English|Spanish|Thai|Vietnamese,US,The Expendables Collection,Scott Waugh,Jason Statham|50 Cent|Megan Fox|Dolph Lundgren|Tony Jaa,Millennium Media|Campbell Grobman Films|Lionsgate|Nu Boyana Film Studios|Templeton Media|Davis Films|Media Capital Technologies,100000000,37917985,6.072,1831,10.6788
762509,tt13186482,Mufasa: The Lion King,Mufasa: The Lion King,The story of an orphan who would be king.,"Mufasa, a cub lost and alone, meets a sympathetic lion named Taka, the heir to a royal bloodline. The chance meeting sets in motion an expansive journey of a group of misfits searching for their destiny.",2024-12-18,118,PG,Adventure|Family|Animation,friendship|paradise|lion|musical|prequel|jungle|told in flashback|betrayal by friend|chance meeting|live action remake|found family|lost,English,US,The Lion King (Reboot) Collection,Barry Jenkins,Aaron Pierre|Kelvin Harrison Jr.|Tiffany Boone|Kagiso Lediga|Preston Nyman,Walt Disney Pictures,200000000,722631756,7.313,2555,15.2681
607,tt0119654,Men in Black,Men in Black,Protecting the Earth from the scum of the universe.,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent K and new recruit Agent J find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",1997-07-02,98,PG-13,Action|Adventure|Comedy|Science Fiction,new york city|cannon|space marine|flying saucer|undercover|secret identity|superhero|deportation|illegal immigration|new identity|stay permit|giant cockroach|based on comic|alien|buddy cop|fictional government agency|hilarious|intense,English|Spanish,US,Men in Black Collection,Barry Sonnenfeld,Tommy Lee Jones|Will Smith|Linda Fiorentino|Vincent D'Onofrio|Rip Torn,Columbia Pictures|Amblin Entertainment|Parkes+MacDonald Production,90000000,589390539,7.2,14659,10.1644
